"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000265137",0.691537309090316,-1.18067476870509,1.22407956546342,-0.964540869741668,0.334774828412124,0.511907089368205
"ENSG00000265139",0,NA,NA,NA,NA,NA
"ENSG00000265140",0,NA,NA,NA,NA,NA
"ENSG00000265141",0,NA,NA,NA,NA,NA
"ENSG00000265142",408.283900670495,0.132433945031143,0.201863433416597,0.656057131247898,0.511787365586149,0.670118027774533
"ENSG00000265144",0.637612444054497,-0.617787933997722,1.6705836720265,-0.369803646678958,0.711528797912081,0.820864112445973
"ENSG00000265145",5.38412786286057,0.628474269131966,0.634545187820737,0.990432645609336,0.321962695485298,0.499522753473634
"ENSG00000265148",10.8279208228193,-1.51351482024908,0.682881602138526,-2.21636490939179,0.0266665208966507,0.0888796455107086
"ENSG00000265154",0.993775763335491,-0.508321467568489,1.27397301243329,-0.399004894615149,0.689889597746653,0.805847838262871
"ENSG00000265158",3.03856970472423,-1.82065575536999,1.10701867194567,-1.6446477385698,0.100042476051863,0.225749600919643
"ENSG00000265160",7.72796019781968,-2.42097729314712,0.572273025970272,-4.23045851067754,2.33215456996749e-05,0.000413939082381953
"ENSG00000265163",0.0539940125203917,0.814110105652431,2.96442323626952,0.274626812963765,0.783602964339749,NA
"ENSG00000265164",0.557273716377538,-0.25159582772611,2.25624169585905,-0.111511026583664,0.911211122184517,NA
"ENSG00000265165",0.164719442071461,1.10574734108074,2.96295574246056,0.373190637050311,0.709006564198629,NA
"ENSG00000265168",0,NA,NA,NA,NA,NA
"ENSG00000265170",0.0502871314500357,0.814110105652431,2.96442323626952,0.274626812963765,0.783602964339749,NA
"ENSG00000265172",0,NA,NA,NA,NA,NA
"ENSG00000265174",0.120545434132616,-0.370417493397966,2.96389315343144,-0.124976668935962,0.900542020995551,NA
"ENSG00000265176",0,NA,NA,NA,NA,NA
"ENSG00000265215",1.5516254481027,-1.00084815862273,1.02180288572506,-0.979492397804821,0.327336743054434,0.504437316726748
"ENSG00000265217",0,NA,NA,NA,NA,NA
"ENSG00000265218",19.1515977631711,-0.755495642097514,0.33684484643043,-2.24285943544501,0.0249058803001762,0.0847310871434996
"ENSG00000265222",7.53197375961051,-2.69964062171222,0.665835276782639,-4.0545172595196,5.02379413519283e-05,0.000749360474398472
"ENSG00000265226",0,NA,NA,NA,NA,NA
"ENSG00000265227",0.627926966298298,-1.08147004728731,1.24835890713224,-0.866313398421358,0.386318320686204,NA
"ENSG00000265233",0,NA,NA,NA,NA,NA
"ENSG00000265236",0,NA,NA,NA,NA,NA
"ENSG00000265237",0.567511275125809,-1.31116490028737,1.04730034754088,-1.25194735527976,0.210589047559497,NA
"ENSG00000265240",0.0513739697659771,0.0607104479198845,2.96442323626952,0.0204796829201364,0.983660719359003,NA
"ENSG00000265241",960.751743119457,0.425507361203716,0.223177086880316,1.90659071301484,0.056573608647433,0.152088777856219
"ENSG00000265243",0,NA,NA,NA,NA,NA
"ENSG00000265246",0.32154209057195,0.80023337955834,2.09294774944583,0.382347519076969,0.702203612136767,NA
"ENSG00000265247",0,NA,NA,NA,NA,NA
"ENSG00000265251",0.183718562207934,0.253065520828565,2.96442323626952,0.0853675405496505,0.931969197823726,NA
"ENSG00000265252",0.137888733651777,0.567335592483673,2.96379493125095,0.191422013210682,0.848194974891298,NA
"ENSG00000265253",14.0354321996047,-4.97340447757032,0.652407897036506,-7.62315186582119,2.47555342729258e-14,1.30856206945794e-11
"ENSG00000265254",0.0576215679011675,0.365275280670307,2.96442323626952,0.12321967936332,0.901933142440427,NA
"ENSG00000265257",0.166762158244736,0.570758580741167,2.33474320071629,0.244463108647693,0.806872170342445,NA
"ENSG00000265303",0,NA,NA,NA,NA,NA
"ENSG00000265304",0,NA,NA,NA,NA,NA
"ENSG00000265306",0,NA,NA,NA,NA,NA
"ENSG00000265313",4.72016477789076,-0.885664659938811,0.735616932618873,-1.20397535818779,0.228599102976146,0.397896051331705
"ENSG00000265315",0.154213353239429,0.237035443226198,2.71003968189088,0.0874656724807848,0.93030137022153,NA
"ENSG00000265316",9.51702003762953,-1.13273117846715,0.578692983847146,-1.95739573501783,0.0503009595458058,0.140125285032494
"ENSG00000265319",0.201857551836437,0.866008703432148,2.95724057326963,0.2928435079851,0.769641770735678,NA
"ENSG00000265321",1.17012625407385,-0.885432417315934,1.12690292768352,-0.785721995714436,0.432030374091129,0.603750312107687
"ENSG00000265322",0,NA,NA,NA,NA,NA
"ENSG00000265327",3.9258690533465,-0.285610546065077,0.833346652615325,-0.342727177422186,0.731803715052951,0.834328891020167
"ENSG00000265328",0,NA,NA,NA,NA,NA
"ENSG00000265331",3.00828142909087,0.380712984688293,0.887536214137048,0.428954873755163,0.667956065167305,0.790434926703859
